"OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"taxID180164","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_schinkii"
"taxID209880","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Allisonella","Allisonella_histaminiformans"
"taxID387661","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_johnsonii"
"taxID536633","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_glucerasea"
"taxID544645","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","Butyricimonas_virosa"
"taxID1473216","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Senegalimassilia","Senegalimassilia_anaerobia"
"taxID2259133","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Mesosutterella","Mesosutterella_multiformis"
"taxID2292287","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_sp._OF03-15BH"
"taxID2293103","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium_sp._AF15-50"
"taxID2293831","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","unclassified","Lachnospiraceae_bacterium_OF09-6"
"taxID2606635","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Waltera","Waltera_intestinalis"
"taxID1683","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_angulatum"
"taxID1735","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","Holdemanella_biformis"
"taxID291644","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_salyersiae"
"taxID454154","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella","Paraprevotella_clara"
"taxID626929","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_clarus"
"taxID1944635","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","Sutterella_seckii"
"taxID1982628","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalibacillus","Faecalibacillus_faecis"
"taxID2093856","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","Butyricimonas_faecalis"
"taxID2292272","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","unclassified","Lachnospiraceae_bacterium_OM04-12BH"
"taxID2518605","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_hominis"
"taxID2709718","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia_sp._MSK.20.85"
"taxID1323","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalicoccus","Faecalicoccus_pleomorphus"
"taxID1502","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_perfringens"
"taxID1512","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","[Clostridium]_symbiosum"
"taxID39483","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalitalea","Faecalitalea_cylindroides"
"taxID61171","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemania","Holdemania_filiformis"
"taxID106588","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Pseudoflavonifractor","Pseudoflavonifractor_capillosus"
"taxID460384","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster_lavalensis"
"taxID626940","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium_succinatutens"
"taxID673271","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Catenibacillus","Catenibacillus_scindens"
"taxID1105030","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_sp._ICM58"
"taxID1297617","Bacteria","Firmicutes","Clostridia","Eubacteriales","unclassified","Intestinimonas","Intestinimonas_butyriciproducens"
"taxID1470345","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_timonensis"
"taxID1472417","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","Butyricimonas_paravirosa"
"taxID1520815","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","unclassified","Ruminococcaceae_bacterium_D5"
"taxID1673720","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Anaerotruncus","Anaerotruncus_massiliensis"
"taxID1673721","Bacteria","Firmicutes","Clostridia","Eubacteriales","unclassified","Intestinimonas","Intestinimonas_massiliensis"
"taxID1720200","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Anaerotruncus","Anaerotruncus_rubiinfantis"
"taxID1720313","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Bittarella","Bittarella_massiliensis"
"taxID1805714","Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","Christensenella","Christensenella_massiliensis"
"taxID1852363","Bacteria","Firmicutes","Clostridia","Eubacteriales","unclassified","unclassified","Clostridiales_bacterium_Marseille-P2846"
"taxID1852370","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellamassilia","Prevotellamassilia_timonensis"
"taxID1852381","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Sutterellaceae","Duodenibacillus","Duodenibacillus_massiliensis"
"taxID1852384","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Massiliimalia","Massiliimalia_massiliensis"
"taxID1871018","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Angelakisella","Angelakisella_massiliensis"
"taxID1871020","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_sp._Marseille-P3244"
"taxID1879010","Bacteria","Firmicutes","unclassified","unclassified","unclassified","unclassified","Firmicutes_bacterium"
"taxID1907654","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella_bouchesdurhonensis"
"taxID1940789","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus_petauri"
"taxID1950822","Bacteria","Firmicutes","Clostridia","Eubacteriales","unclassified","unclassified","Clostridiales_bacterium_UBA1390"
"taxID1965560","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium_sp._An138"
"taxID2022527","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_sp._885"
"taxID2024228","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_sp._P4-51"
"taxID2049044","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","unclassified","Erysipelotrichaceae_bacterium"
"taxID2086584","Bacteria","Firmicutes","Clostridia","Eubacteriales","unclassified","Massilistercora","Massilistercora_timonensis"
"taxID2292893","Bacteria","Firmicutes","unclassified","unclassified","unclassified","unclassified","Firmicutes_bacterium_AM41-11"
"taxID2292991","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Coprobacillaceae","Catenibacterium","Catenibacterium_sp._AM22-15"
"taxID2292997","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_sp._AF15-49"
"taxID2606708","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales Family XIII. Incertae Sedis","Mogibacterium","Mogibacterium_kristiansenii"
"taxID2720820","Bacteria","Firmicutes","Clostridia","unclassified","unclassified","Candidatus_Avimonas","Candidatus_Avimonas_narfia"
"taxID2721144","Bacteria","Firmicutes","Clostridia","unclassified","unclassified","Candidatus_Pararuminococcus","Candidatus_Pararuminococcus_gallinarum"
"taxID2721145","Bacteria","Firmicutes","Clostridia","unclassified","unclassified","Candidatus_Pseudobutyricicoccus","Candidatus_Pseudobutyricicoccus_lothianensis"
"taxID2721150","Bacteria","Firmicutes","Clostridia","unclassified","unclassified","Candidatus_Pseudoscilispira","Candidatus_Pseudoscilispira_faecavium"
"taxID2763066","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus_sp._NSJ-71"
"taxID2763662","Bacteria","Firmicutes","Clostridia","Eubacteriales","Yeguiaceae","Yeguia","Yeguia_hominis"
"taxID1303","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_oralis"
"taxID1305","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_sanguinis"
"taxID1590","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactiplantibacillus","Lactiplantibacillus_plantarum"
"taxID28025","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_animalis"
"taxID46124","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella","Granulicatella_adiacens"
"taxID47715","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lacticaseibacillus","Lacticaseibacillus_rhamnosus"
"taxID131111","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia_turicensis"
"taxID139208","Bacteria","Actinobacteria","Actinomycetia","Micrococcales","Promicromonosporaceae","Isoptericola","Isoptericola_variabilis"
"taxID154046","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Hungatella","Hungatella_hathewayi"
"taxID230658","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Paraeggerthella","Paraeggerthella_hongkongensis"
"taxID270498","Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","Christensenella","Christensenella_hongkongensis"
"taxID310298","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola_coprocola"
"taxID358743","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster_citroniae"
"taxID1653434","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Sellimonas","Sellimonas_intestinalis"
"taxID1776383","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_sp._SN20"
"taxID2527876","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter_sp._gm002"
"taxID1260","Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Finegoldia","Finegoldia_magna"
"taxID1261","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Peptostreptococcus","Peptostreptococcus_anaerobius"
"taxID1309","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_mutans"
"taxID1623","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus_ruminis"
"taxID1689","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_dentium"
"taxID28127","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_buccalis"
"taxID28128","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_corporis"
"taxID28130","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_disiens"
"taxID33031","Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus_lacrimalis"
"taxID33032","Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus_lactolyticus"
"taxID39950","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Dialister","Dialister_pneumosintes"
"taxID76517","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter_hominis"
"taxID76860","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_constellatus"
"taxID77917","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium_naviforme"
"taxID187327","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","Acidaminococcus_intestini"
"taxID328812","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides_goldsteinii"
"taxID386414","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella_timonensis"
"taxID572010","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Slackia","Slackia_isoflavoniconvertens"
"taxID626935","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella_tanakaei"
"taxID938288","Bacteria","Firmicutes","Clostridia","Eubacteriales","unclassified","Fenollaria","Fenollaria_massiliensis"
"taxID1111134","Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus_sp._BV3C26"
"taxID1232428","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Megasphaera","Megasphaera_massiliensis"
"taxID1287640","Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus_obesiensis"
"taxID1739394","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas_sp._HMSC065F10"
"taxID1776381","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Olegusella","Olegusella_massiliensis"
"taxID1776384","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales Family XIII. Incertae Sedis","Emergencia","Emergencia_timonensis"
"taxID1870997","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriales Family XIII. Incertae Sedis","Alterileibacterium","Alterileibacterium_massiliense"
"taxID1871033","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","Olsenella_urininfantis"
"taxID1871336","Bacteria","Firmicutes","Clostridia","Eubacteriales","Peptostreptococcaceae","Criibacterium","Criibacterium_bergeronii"
"taxID2058292","Bacteria","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus_sp._Marseille-P3761"
"taxID2161815","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Gordonibacter","Gordonibacter_sp._Marseille-P4307"
"taxID2721140","Bacteria","Firmicutes","Clostridia","unclassified","unclassified","Candidatus_Parachristensenella","Candidatus_Parachristensenella_avicola"
"taxID573","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella_pneumoniae"
"taxID137838","Bacteria","Firmicutes","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium_neonatale"
"taxID1697793","Bacteria","Firmicutes","Clostridia","unclassified","unclassified","unclassified","Clostridia_bacterium_UC5.1-1E11"
"taxID1697794","Bacteria","Firmicutes","Clostridia","unclassified","unclassified","unclassified","Clostridia_bacterium_UC5.1-1D1"
"taxID1776392","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Massilimicrobiota","Massilimicrobiota_timonensis"
"taxID1952280","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","unclassified","Ruminococcaceae_bacterium_UBA1375"
"taxID2109689","Bacteria","Firmicutes","Clostridia","Eubacteriales","unclassified","unclassified","Clostridiales_bacterium_Choco116"
"taxID1624","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Ligilactobacillus","Ligilactobacillus_salivarius"
"taxID55565","Bacteria","Actinobacteria","Actinomycetia","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces_graevenitzii"
"taxID626933","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter","Odoribacter_laneus"
"taxID1501391","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes_inops"
"taxID1501392","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","Coprobacter","Coprobacter_secundus"
"taxID1776382","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Neglectibacter","Neglectibacter_timonensis"
"taxID1965590","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","Barnesiella_sp._An22"
"taxID2049043","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","unclassified","Desulfovibrionaceae_bacterium"
"taxID2585119","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes_dispar"
"taxID2721157","Bacteria","Firmicutes","Clostridia","unclassified","unclassified","Candidatus_Woodwardibium","Candidatus_Woodwardibium_gallinarum"
"taxID2763654","Bacteria","Firmicutes","Clostridia","Eubacteriales","Christensenellaceae","Luoshenia","Luoshenia_tenuis"
"taxID1531","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Enterocloster","Enterocloster_clostridioformis"
"taxID33964","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Leuconostoc","Leuconostoc_citreum"
"taxID78448","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium_pullorum"
"taxID168384","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Marvinbryantia","Marvinbryantia_formatexigens"
"taxID169435","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Anaerotruncus","Anaerotruncus_colihominis"
"taxID1465754","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes_timonensis"
"taxID1702285","Bacteria","Firmicutes","Clostridia","Eubacteriales","unclassified","Intestinimonas","Intestinimonas_gabonensis"
"taxID1796618","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Cuneatibacter","Cuneatibacter_caecimuris"
"taxID1871006","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_congonensis"
"taxID1987501","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","Massiliimalia","Massiliimalia_timonensis"
"taxID1597","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lacticaseibacillus","Lacticaseibacillus_paracasei"
"taxID84026","Bacteria","Firmicutes","Clostridia","Eubacteriales","Oscillospiraceae","unclassified","[Clostridium]_methylpentosum"
"taxID1288121","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes_senegalensis"
"taxID2764325","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium_sp._NSJ-61"
"taxID29466","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella_parvula"
"taxID53442","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium_callanderi"
"taxID147206","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella_stercoris"
"taxID508460","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Cloacibacillus","Cloacibacillus_evryensis"
"taxID1131336","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia_sp._KLE1605"
"taxID1653435","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Merdimonas","Merdimonas_faecis"
"taxID2605782","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio_porci"
"taxID2721132","Bacteria","Firmicutes","Clostridia","unclassified","unclassified","Candidatus_Metalachnospira","Candidatus_Metalachnospira_gallinarum"
